20160101,0.047,0.006,0.8,0.006,73,44,23588
20160102,0.039,0.012,0.5,0.006,50,29,25497
20160103,0.052,0.012,0.8,0.007,101,60,23947
20160104,0.028,0.03,0.6,0.006,83,47,27689
20160105,0.028,0.022,0.4,0.006,33,16,27685
20160106,0.042,0.009,0.6,0.007,61,29,28194
20160107,0.028,0.021,0.5,0.006,41,19,27857
20160108,0.03,0.02,0.5,0.006,33,16,27357
20160109,0.029,0.02,0.4,0.006,35,18,24497
20160110,0.023,0.03,0.4,0.006,31,17,25309
20160111,0.032,0.02,0.5,0.006,42,20,27049
20160112,0.042,0.011,0.6,0.006,52,22,27057
20160113,0.034,0.016,0.5,0.005,38,19,27436
20160114,0.037,0.016,0.5,0.006,49,20,28747
20160115,0.048,0.007,0.6,0.006,51,26,28486
20160116,0.045,0.005,0.6,0.005,66,37,28791
20160117,0.043,0.009,0.6,0.005,66,41,24947
20160118,0.025,0.026,0.5,0.005,61,30,26756
20160119,0.016,0.036,0.3,0.005,37,12,27318
20160120,0.032,0.02,0.5,0.005,40,20,27933
20160121,0.041,0.012,0.6,0.006,58,29,27613
20160122,0.037,0.017,0.5,0.006,53,25,28269
20160123,0.016,0.036,0.3,0.005,32,13,28782
20160124,0.017,0.034,0.4,0.006,42,19,23714
20160125,0.033,0.018,0.5,0.006,56,16,26759
20160126,0.053,0.005,0.8,0.007,83,35,26999
20160127,0.045,0.014,0.7,0.007,67,28,27466
20160128,0.055,0.004,0.8,0.006,66,30,28483
20160129,0.047,0.008,0.6,0.007,50,21,28223
20160130,0.046,0.009,0.6,0.006,42,23,28531
20160131,0.023,0.032,0.4,0.005,41,19,25193
20160201,0.03,0.024,0.4,0.006,42,18,27331
20160202,0.042,0.017,0.5,0.006,50,22,27417
20160203,0.057,0.009,0.8,0.007,64,31,27667
20160204,0.045,0.017,0.7,0.007,56,27,28176
20160205,0.04,0.02,0.5,0.006,47,19,27121
20160206,0.025,0.029,0.4,0.006,54,22,25950
20160207,0.032,0.019,0.5,0.005,50,21,20878
20160208,0.03,0.026,0.5,0.007,77,40,22983
20160209,0.021,0.029,0.4,0.007,52,24,20899
20160210,0.046,0.009,0.6,0.005,44,22,22729
20160211,0.051,0.006,0.6,0.006,50,24,27051
20160212,0.045,0.006,0.6,0.004,37,21,24008
20160213,0.033,0.004,0.5,0.004,16,9,27021
20160214,0.015,0.029,0.3,0.005,33,17,24435
20160215,0.02,0.036,0.3,0.004,35,10,26463
20160216,0.028,0.023,0.4,0.005,29,14,26540
20160217,0.035,0.019,0.5,0.005,41,14,27655
20160218,0.034,0.023,0.5,0.005,44,21,28462
20160219,0.045,0.009,0.8,0.006,88,37,28660
20160220,0.033,0.024,0.5,0.005,51,16,28924
20160221,0.019,0.036,0.3,0.005,28,11,26092
20160222,0.042,0.011,0.5,0.005,47,17,27207
20160223,0.019,0.029,0.3,0.007,57,24,28681
20160224,0.029,0.021,0.4,0.007,35,16,28657
20160225,0.036,0.02,0.5,0.007,53,26,28590
20160226,0.033,0.024,0.5,0.008,49,25,28215
20160227,0.039,0.019,0.5,0.008,65,36,28504
20160228,0.044,0.011,0.5,0.008,53,26,24539
20160229,0.022,0.027,0.4,0.007,59,26,27103
20160301,0.023,0.027,0.3,0.007,31,16,26325
20160302,0.033,0.022,0.4,0.007,37,20,27923
20160303,0.045,0.016,0.5,0.008,52,26,28184
20160304,0.046,0.014,0.5,0.01,71,34,28268
20160305,0.032,0.009,0.4,0.011,21,14,26900
20160306,0.024,0.021,0.4,0.01,100,22,26008
20160307,0.052,0.004,0.6,0.009,119,30,27925
20160308,0.028,0.02,0.4,0.009,89,20,28054
20160309,0.023,0.026,0.3,0.005,35,15,27929
20160310,0.017,0.031,0.3,0.005,34,14,28050
20160311,0.023,0.029,0.4,0.005,33,16,28496
20160312,0.03,0.026,0.4,0.006,43,19,29105
20160313,0.033,0.029,0.5,0.006,59,34,25575
20160314,0.029,0.033,0.5,0.005,64,41,26624
20160315,0.051,0.017,0.5,0.006,64,27,27796
20160316,0.054,0.019,0.5,0.008,68,30,28118
20160317,0.073,0.006,0.7,0.008,79,37,28427
20160318,0.058,0.017,0.7,0.007,70,35,28731
20160319,0.042,0.023,0.6,0.006,80,39,29762
20160320,0.043,0.021,0.6,0.007,83,43,24972
20160321,0.052,0.021,0.7,0.007,86,45,26527
20160322,0.04,0.032,0.5,0.006,68,38,28131
20160323,0.032,0.031,0.5,0.006,81,48,27776
20160324,0.029,0.03,0.4,0.005,39,20,28027
20160325,0.046,0.03,0.5,0.006,72,33,1665
20160326,0.044,0.034,0.5,0.005,68,38,23666
20160327,0.033,0.052,0.5,0.006,69,40,26202
20160328,0.047,0.046,0.5,0.008,71,37,26396
20160329,0.032,0.064,0.5,0.008,97,50,28511
20160330,0.04,0.04,0.5,0.007,101,49,28250
20160331,0.058,0.02,0.5,0.007,51,19,28038
20160401,0.063,0.03,0.6,0.007,75,29,28690
20160402,0.051,0.046,0.6,0.008,82,37,29267
20160403,0.029,0.034,0.4,0.005,56,28,25905
20160404,0.033,0.023,0.3,0.005,28,12,26857
20160405,0.037,0.035,0.4,0.006,58,21,28701
20160406,0.049,0.033,0.5,0.007,72,29,28721
20160407,0.034,0.036,0.4,0.005,45,27,27974
20160408,0.034,0.03,0.4,0.005,88,41,28774
20160409,0.041,0.019,0.7,0.006,132,63,29639
20160410,0.03,0.04,0.7,0.006,154,75,26093
20160411,0.031,0.034,0.3,0.004,46,19,27652
20160412,0.038,0.028,0.4,0.005,58,27,27573
20160413,0.046,0.02,0.5,0.005,62,34,27104
20160414,0.044,0.016,0.5,0.005,61,32,27619
20160415,0.041,0.032,0.5,0.005,57,27,29618
20160416,0.044,0.027,0.4,0.006,54,24,28369
20160417,0.014,0.043,0.4,0.005,52,18,25700
20160418,0.023,0.039,0.4,0.005,69,24,27616
20160419,0.034,0.03,0.4,0.005,50,22,27951
20160420,0.048,0.021,0.5,0.006,67,31,27940
20160421,0.034,0.027,0.4,0.004,29,18,27443
20160422,0.028,0.039,0.5,0.005,86,48,28511
20160423,0.033,0.026,0.5,0.005,233,42,30433
20160424,0.034,0.03,0.4,0.005,182,28,26265
20160425,0.057,0.019,0.5,0.006,89,25,27127
20160426,0.045,0.034,0.5,0.006,84,29,27983
20160427,0.022,0.047,0.3,0.004,52,16,28775
20160428,0.035,0.039,0.3,0.005,63,22,28219
20160429,0.034,0.042,0.4,0.006,67,28,28547
20160430,0.026,0.063,0.5,0.008,90,37,29446
20160501,0.024,0.053,0.4,0.006,45,21,32220
20160502,0.037,0.027,0.4,0.005,44,26,32845
20160503,0.018,0.026,0.3,0.004,18,9,34323
20160504,0.019,0.043,0.3,0.004,53,13,38867
20160505,0.036,0.034,0.4,0.006,51,22,30695
20160506,0.032,0.024,0.4,0.004,48,21,30033
20160507,0.025,0.032,0.4,0.005,120,20,33553
20160508,0.029,0.039,0.4,0.005,49,17,31458
20160509,0.037,0.039,0.4,0.005,56,21,33963
20160510,0.024,0.038,0.3,0.004,28,14,32371
20160511,0.029,0.036,0.3,0.004,27,14,34161
20160512,0.031,0.037,0.4,0.006,25,16,35960
20160513,0.025,0.047,0.4,0.004,35,22,35121
20160514,0.032,0.04,0.4,0.006,30,19,35405
20160515,0.019,0.041,0.4,0.006,26,19,30883
20160516,0.02,0.045,0.4,0.006,32,19,33069
20160517,0.046,0.041,0.6,0.008,58,37,34253
20160518,0.055,0.025,0.6,0.007,54,36,33890
20160519,0.055,0.025,0.6,0.007,54,36,34735
20160520,0.073,0.054,0.5,0.007,83,67,34915
20160521,0.039,0.041,0.3,0.005,31,26,36591
20160522,0.033,0.054,0.4,0.006,47,43,31851
20160523,0.048,0.044,0.5,0.007,52,49,33724
20160524,0.019,0.05,0.3,0.005,30,23,32330
20160525,0.021,0.06,0.5,0.006,92,65,34086
20160526,0.036,0.045,0.6,0.007,113,77,35067
20160527,0.045,0.03,0.6,0.007,103,63,34983
20160528,0.041,0.038,0.5,0.007,83,44,36415
20160529,0.037,0.047,0.5,0.008,93,47,31032
20160530,0.032,0.057,0.5,0.007,98,59,32969
20160531,0.03,0.047,0.5,0.007,85,51,33400
20160601,0.029,0.034,0.3,0.005,42,24,21978
20160602,0.036,0.035,0.3,0.005,40,21,33118
20160603,0.034,0.044,0.4,0.006,47,26,31126
20160604,0.041,0.029,0.4,0.005,59,32,30403
20160605,0.031,0.043,0.4,0.005,53,33,29748
20160606,0.018,0.043,0.2,0.004,22,14,34494
20160607,0.029,0.032,0.4,0.005,45,29,34801
20160608,0.029,0.024,0.3,0.005,38,25,35370
20160609,0.037,0.027,0.4,0.005,53,31,35894
20160610,0.04,0.032,0.4,0.006,66,41,32640
20160611,0.021,0.021,0.3,0.005,48,31,33114
20160612,0.014,0.023,0.3,0.004,29,20,33624
20160613,0.029,0.028,0.5,0.005,67,39,34243
20160614,0.032,0.036,0.4,0.006,54,36,33752
20160615,0.023,0.025,0.3,0.004,35,25,35141
20160616,0.016,0.044,0.4,0.004,30,21,19909
20160617,0.022,0.053,0.5,0.005,53,39,31080
20160618,0.029,0.047,0.5,0.005,66,49,33442
20160619,0.027,0.031,0.4,0.005,42,31,28909
20160620,0.033,0.038,0.4,0.005,53,38,35271
20160621,0.043,0.043,0.5,0.005,63,47,33847
20160622,0.044,0.028,0.5,0.005,65,50,33515
20160623,0.031,0.032,0.4,0.005,51,39,34981
20160624,0.029,0.027,0.4,0.004,46,35,31548
20160625,0.02,0.039,0.3,0.005,35,19,32956
20160626,0.017,0.041,0.3,0.005,32,20,33464
20160627,0.036,0.03,0.4,0.006,36,23,33336
20160628,0.034,0.037,0.4,0.006,59,42,34049
20160629,0.029,0.036,0.4,0.005,38,28,31641
20160630,0.018,0.027,0.3,0.004,28,20,27988
20160701,0.023,0.015,0.3,0.004,17,13,21978
20160702,0.016,0.028,0.2,0.004,14,9,33118
20160703,0.016,0.04,0.3,0.004,39,30,31126
20160704,0.027,0.014,0.3,0.004,23,15,30403
20160705,0.018,0.009,0.3,0.004,13,9,29748
20160706,0.023,0.024,0.3,0.004,17,11,34494
20160707,0.037,0.025,0.5,0.005,46,32,34801
20160708,0.036,0.029,0.5,0.004,54,34,35370
20160709,0.028,0.026,0.4,0.005,40,24,35894
20160710,0.032,0.032,0.4,0.006,38,25,32640
20160711,0.042,0.037,0.5,0.006,58,40,33114
20160712,0.033,0.023,0.4,0.006,39,29,33624
20160713,0.028,0.01,0.3,0.005,33,20,34243
20160714,0.023,0.028,0.3,0.005,27,17,33752
20160715,0.025,0.02,0.3,0.004,20,11,35141
20160716,0.021,0.013,0.3,0.004,10,6,19909
20160717,0.013,0.02,0.3,0.005,14,10,31080
20160718,0.028,0.015,0.3,0.005,29,18,33442
20160719,0.034,0.03,0.4,0.004,40,24,28909
20160720,0.028,0.032,0.4,0.004,39,24,35271
20160721,0.026,0.031,0.4,0.004,32,22,33847
20160722,0.026,0.032,0.3,0.004,38,24,33515
20160723,0.025,0.025,0.3,0.004,41,30,34981
20160724,0.017,0.017,0.3,0.004,37,28,31548
20160725,0.02,0.021,0.3,0.005,42,32,32956
20160726,0.017,0.014,0.3,0.005,35,25,33464
20160727,0.017,0.014,0.3,0.005,47,24,33336
20160728,0.022,0.035,0.4,0.004,65,42,34049
20160729,0.033,0.016,0.5,0.004,55,29,31641
20160730,0.022,0.026,0.3,0.004,61,30,27988
20160731,0.02,0.014,0.3,0.004,49,28,30973
20160801,0.028,0.012,0.3,0.004,25,24,13347
20160802,0.031,0.008,0.4,0.004,30,19,32892
20160803,0.033,0.023,0.4,0.004,33,21,34268
20160804,0.031,0.024,0.4,0.004,36,23,33418
20160805,0.035,0.036,0.4,0.004,41,27,33491
20160806,0.032,0.051,0.5,0.004,66,44,34008
20160807,0.023,0.037,0.4,0.005,42,29,30610
20160808,0.031,0.026,0.4,0.004,41,29,32961
20160809,0.031,0.029,0.4,0.004,34,23,33873
20160810,0.03,0.039,0.4,0.005,59,43,34242
20160811,0.029,0.024,0.4,0.004,37,23,34933
20160812,0.028,0.022,0.4,0.004,48,33,35047
20160813,0.018,0.019,0.3,0.004,39,29,34247
20160814,0.015,0.018,0.3,0.004,43,30,30388
20160815,0.02,0.029,0.4,0.004,43,26,29426
20160816,0.031,0.035,0.5,0.005,55,32,32615
20160817,0.034,0.028,0.4,0.004,51,29,34551
20160818,0.041,0.043,0.5,0.004,60,38,35026
20160819,0.038,0.038,0.5,0.004,64,45,33719
20160820,0.024,0.034,0.3,0.004,34,20,35295
20160821,0.022,0.038,0.3,0.004,30,19,32023
20160822,0.029,0.033,0.4,0.004,32,20,33772
20160823,0.029,0.033,0.4,0.004,40,27,35422
20160824,0.033,0.027,0.4,0.004,34,22,35403
20160825,0.032,0.023,0.4,0.004,35,22,35377
20160826,0.019,0.023,0.2,0.004,14,7,36665
20160827,0.017,0.025,0.2,0.004,15,6,36815
20160828,0.012,0.02,0.2,0.003,13,5,32225
