20160829,0.02,0.017,0.3,0.003,18,8,33358
20160830,0.018,0.02,0.3,0.004,32,10,34492
20160831,0.02,0.015,0.3,0.004,21,8,31959
20160901,0.03,0.041,0.5,0.005,73,39,34955
20160902,0.027,0.033,0.4,0.004,37,26,37587
20160903,0.028,0.027,0.4,0.004,27,13,36401
20160904,0.024,0.019,0.4,0.003,23,12,32233
20160905,0.03,0.022,0.4,0.004,34,19,34548
20160906,0.03,0.029,0.4,0.005,64,39,34607
20160907,0.034,0.026,0.5,0.005,89,61,34290
20160908,0.041,0.017,0.5,0.005,63,34,34396
20160909,0.034,0.023,0.4,0.004,47,29,35450
20160910,0.032,0.029,0.4,0.004,47,30,36146
20160911,0.022,0.037,0.4,0.004,47,31,31468
20160912,0.029,0.015,0.4,0.004,32,18,34811
20160913,0.027,0.019,0.3,0.003,19,10,36105
20160914,0.025,0.029,0.4,0.004,36,23,28358
20160915,0.024,0.025,0.4,0.004,47,30,28908
20160916,0.022,0.034,0.4,0.006,61,41,25927
20160917,0.014,0.033,0.3,0.004,30,20,29624
20160918,0.011,0.032,0.2,0.003,25,14,28698
20160919,0.015,0.024,0.2,0.003,15,5,33069
20160920,0.019,0.024,0.2,0.003,20,10,34331
20160921,0.025,0.022,0.3,0.003,36,22,35924
20160922,0.029,0.024,0.3,0.003,44,29,35277
20160923,0.038,0.027,0.4,0.004,56,35,35215
20160924,0.039,0.035,0.4,0.004,65,42,36581
20160925,0.038,0.028,0.4,0.004,61,40,32848
20160926,0.042,0.014,0.4,0.004,54,34,34150
20160927,0.041,0.004,0.5,0.004,40,26,32113
20160928,0.035,0.007,0.4,0.004,39,23,34356
20160929,0.019,0.012,0.3,0.004,13,6,36100
20160930,0.034,0.009,0.4,0.004,35,16,36071
20161001,0.036,0.009,0.4,0.004,48,26,35310
20161002,0.026,0.008,0.4,0.004,30,16,29700
20161003,0.02,0.019,0.3,0.004,17,9,30044
20161004,0.029,0.014,0.3,0.004,34,15,33014
20161005,0.023,0.021,0.3,0.003,29,13,34130
20161006,0.028,0.02,0.4,0.004,44,19,33256
20161007,0.027,0.014,0.4,0.004,29,13,33029
20161008,0.018,0.026,0.3,0.004,23,11,32052
20161009,0.013,0.026,0.3,0.004,19,10,30797
20161010,0.031,0.017,0.3,0.004,29,12,31794
20161011,0.043,0.012,0.5,0.004,48,23,33098
20161012,0.029,0.023,0.5,0.004,60,29,32656
20161013,0.041,0.012,0.5,0.004,45,21,32946
20161014,0.054,0.009,0.7,0.005,81,45,35079
20161015,0.045,0.015,0.6,0.004,82,50,37036
20161016,0.034,0.011,0.5,0.004,56,37,31810
20161017,0.035,0.014,0.5,0.004,55,34,33815
20161018,0.039,0.013,0.5,0.004,60,30,35332
20161019,0.047,0.017,0.6,0.004,67,35,36035
20161020,0.043,0.018,0.6,0.004,70,39,35794
20161021,0.024,0.018,0.3,0.004,25,12,36164
20161022,0.027,0.018,0.3,0.004,32,16,36271
20161023,0.017,0.019,0.3,0.003,12,6,32191
20161024,0.025,0.015,0.3,0.003,17,8,34723
20161025,0.031,0.009,0.4,0.003,18,10,34728
20161026,0.037,0.004,0.7,0.004,47,22,35776
20161027,0.035,0.005,0.5,0.004,49,23,36567
20161028,0.028,0.015,0.4,0.004,42,18,35824
20161029,0.022,0.02,0.3,0.004,39,17,36763
20161030,0.031,0.014,0.3,0.004,28,11,33056
20161031,0.038,0.007,0.5,0.004,33,15,33509
20161101,0.021,0.02,0.3,0.003,25,10,35007
20161102,0.041,0.008,0.4,0.004,39,16,34897
20161103,0.044,0.009,0.6,0.005,43,23,35287
20161104,0.037,0.023,0.5,0.005,66,34,36249
20161105,0.029,0.037,0.5,0.005,78,44,36787
20161106,0.026,0.016,0.4,0.004,34,19,33086
20161107,0.028,0.016,0.4,0.004,39,24,34030
20161108,0.021,0.021,0.4,0.004,72,53,35068
20161109,0.035,0.013,0.4,0.004,45,28,35444
20161110,0.045,0.003,0.5,0.004,43,24,34417
20161111,0.035,0.013,0.5,0.004,54,20,36217
20161112,0.04,0.015,0.6,0.005,83,31,36860
20161113,0.042,0.011,0.6,0.005,68,29,32733
20161114,0.046,0.005,0.6,0.004,57,29,33915
20161115,0.026,0.017,0.4,0.005,67,20,35907
20161116,0.048,0.004,0.6,0.005,61,27,36310
20161117,0.054,0.005,0.8,0.006,89,46,36646
20161118,0.053,0.003,0.8,0.005,106,64,36783
20161119,0.041,0.008,0.6,0.005,65,41,37135
20161120,0.027,0.016,0.6,0.005,48,28,34418
20161121,0.046,0.005,0.6,0.005,71,34,34893
20161122,0.024,0.016,0.4,0.005,49,21,36413
20161123,0.027,0.013,0.4,0.005,45,17,36931
20161124,0.024,0.018,0.4,0.005,30,14,36632
20161125,0.042,0.007,0.6,0.005,46,22,37922
20161126,0.043,0.002,0.7,0.005,65,40,37336
20161127,0.037,0.004,0.7,0.006,75,51,33748
20161128,0.027,0.013,0.6,0.007,96,45,35754
20161129,0.04,0.007,0.6,0.007,41,22,36262
20161130,0.043,0.003,0.6,0.008,47,26,36046
20161201,0.023,0.018,0.4,0.007,57,28,36450
20161202,0.035,0.011,0.5,0.007,41,18,37211
20161203,0.047,0.005,0.7,0.008,60,33,37216
20161204,0.053,0.003,0.9,0.008,89,56,32945
20161205,0.034,0.011,0.7,0.008,97,63,35505
20161206,0.026,0.013,0.4,0.007,30,14,36235
20161207,0.045,0.004,0.6,0.007,58,31,36572
20161208,0.045,0.003,0.8,0.008,60,37,36283
20161209,0.029,0.011,0.5,0.007,36,24,35321
20161210,0.031,0.013,0.5,0.005,36,22,37092
20161211,0.035,0.01,0.5,0.005,34,22,32931
20161212,0.045,0.003,0.7,0.005,49,28,35512
20161213,0.045,0.005,0.8,0.006,64,37,36140
20161214,0.031,0.005,0.6,0.005,59,31,37086
20161215,0.022,0.014,0.4,0.004,36,17,36598
20161216,0.03,0.011,0.4,0.005,34,16,37322
20161217,0.047,0.003,0.7,0.005,61,34,38235
20161218,0.042,0.004,0.7,0.005,52,35,33700
20161219,0.039,0.003,0.5,0.004,41,25,35141
20161220,0.045,0.004,0.8,0.005,54,35,36962
20161221,0.034,0.004,0.5,0.005,39,24,36480
20161222,0.026,0.008,0.6,0.004,31,22,33989
20161223,0.018,0.015,0.5,0.005,56,37,36232
20161224,0.028,0.008,0.6,0.005,71,53,35922
20161225,0.031,0.004,0.6,0.004,55,40,30820
20161226,0.039,0.003,0.7,0.004,45,29,34812
20161227,0.02,0.016,0.5,0.005,45,27,36350
20161228,0.036,0.007,0.5,0.005,46,24,36132
20161229,0.026,0.011,0.4,0.004,39,15,35711
20161230,0.041,0.005,0.7,0.005,47,24,36863
20161231,0.044,0.003,0.8,0.005,61,39,34661
20170101,0.04,0.002,0.8,0.005,80,58,29279
20170102,0.036,0.015,0.8,0.006,118,79,32998
20170103,0.036,0.014,0.6,0.006,84,50,35326
20170104,0.05,0.007,0.7,0.006,58,34,35635
20170105,0.038,0.008,0.5,0.005,39,21,35810
20170106,0.038,0.009,0.4,0.005,24,13,36792
20170107,0.047,0.004,0.6,0.005,56,34,37025
20170108,0.032,0.012,0.5,0.005,32,18,31359
20170109,0.021,0.025,0.6,0.006,65,46,35347
20170110,0.021,0.02,0.4,0.005,32,14,35200
20170111,0.029,0.014,0.4,0.004,25,11,35527
20170112,0.028,0.015,0.4,0.004,30,15,36043
20170113,0.021,0.019,0.4,0.004,32,12,35195
20170114,0.013,0.022,0.3,0.004,48,10,37200
20170115,0.024,0.014,0.4,0.004,30,13,31322
20170116,0.041,0.006,0.6,0.005,52,25,34507
20170117,0.056,0.003,0.8,0.006,72,41,36501
20170118,0.051,0.005,0.9,0.006,105,71,35222
20170119,0.053,0.005,0.9,0.006,117,73,36380
20170120,0.031,0.015,0.5,0.005,62,38,33136
20170121,0.041,0.007,0.6,0.004,53,34,34260
20170122,0.013,0.026,0.4,0.005,83,25,28043
20170123,0.026,0.018,0.5,0.005,50,35,34430
20170124,0.038,0.012,0.6,0.005,42,28,34900
20170125,0.05,0.007,0.7,0.005,52,34,34664
20170126,0.051,0.01,0.8,0.005,69,48,35293
20170127,0.014,0.025,0.3,0.004,125,18,28059
20170128,0.032,0.01,0.4,0.004,35,12,29690
20170129,0.036,0.004,0.5,0.004,30,15,26001
20170130,0.017,0.024,0.5,0.005,53,33,27450
20170131,0.038,0.008,0.5,0.004,33,19,33358
20170201,0.032,0.016,0.5,0.005,40,21,34847
20170202,0.033,0.015,0.5,0.004,34,16,35147
20170203,0.044,0.018,0.7,0.006,74,44,36373
20170204,0.06,0.003,0.9,0.005,109,73,35024
20170205,0.035,0.014,0.7,0.005,79,55,29560
20170206,0.022,0.025,0.4,0.005,45,27,35003
20170207,0.045,0.006,0.6,0.005,45,24,35708
20170208,0.047,0.007,0.7,0.006,62,30,35374
20170209,0.019,0.023,0.4,0.005,57,17,35905
20170210,0.018,0.024,0.4,0.004,36,16,36113
20170211,0.02,0.022,0.4,0.004,32,15,36495
20170212,0.029,0.019,0.5,0.005,33,17,30981
20170213,0.051,0.006,0.7,0.005,50,31,34627
20170214,0.041,0.015,0.6,0.005,57,32,35822
20170215,0.062,0.005,0.8,0.007,67,42,35578
20170216,0.053,0.012,0.8,0.006,90,56,35823
20170217,0.021,0.025,0.4,0.005,70,18,36897
20170218,0.025,0.024,0.4,0.005,35,19,36864
20170219,0.034,0.017,0.5,0.005,46,28,31580
20170220,0.018,0.028,0.4,0.004,50,25,35367
20170221,0.045,0.011,0.6,0.005,51,28,35736
20170222,0.044,0.005,0.6,0.004,41,28,33213
20170223,0.018,0.03,0.4,0.005,39,23,35769
20170224,0.027,0.024,0.4,0.005,30,19,37615
20170225,0.034,0.021,0.6,0.006,50,32,37089
20170226,0.032,0.019,0.6,0.005,52,39,32049
20170227,0.051,0.007,0.6,0.005,44,27,35314
20170228,0.049,0.015,0.6,0.007,48,30,36637
20170301,0.045,0.018,0.5,0.006,61,42,32372
20170302,0.022,0.024,0.4,0.004,34,21,34511
20170303,0.036,0.019,0.4,0.006,46,24,36379
20170304,0.049,0.011,0.6,0.006,57,38,35696
20170305,0.042,0.018,0.6,0.005,72,54,30605
20170306,0.016,0.029,0.3,0.005,37,27,35408
20170307,0.018,0.029,0.3,0.004,36,24,35551
20170308,0.024,0.025,0.4,0.005,49,23,35888
20170309,0.029,0.023,0.4,0.005,52,24,36045
20170310,0.04,0.019,0.4,0.005,49,29,36494
20170311,0.062,0.012,0.6,0.007,71,47,36010
20170312,0.053,0.021,0.7,0.007,96,76,31197
20170313,0.027,0.027,0.4,0.005,66,49,34959
20170314,0.029,0.025,0.4,0.005,57,35,36053
20170315,0.038,0.019,0.4,0.005,44,29,35803
20170316,0.059,0.013,0.5,0.006,69,52,36138
20170317,0.056,0.019,0.5,0.006,77,59,37052
20170318,0.057,0.023,0.6,0.007,69,52,37380
20170319,0.047,0.023,0.5,0.006,75,61,31475
20170320,0.066,0.007,0.6,0.006,99,78,34676
20170321,0.042,0.015,0.6,0.008,125,107,34929
20170322,0.042,0.015,0.6,0.008,125,36,34607
20170323,0.039,0.032,0.6,0.005,125,45,33178
20170324,0.045,0.015,0.6,0.005,125,38,35058
20170325,0.043,0.02,0.6,0.006,125,47,35176
20170326,0.03,0.029,0.6,0.006,125,46,35204
20170327,0.028,0.031,0.5,0.005,71,57,35152
20170328,0.045,0.015,0.6,0.006,87,61,35128
20170329,0.033,0.03,0.4,0.005,59,41,35327
20170330,0.05,0.019,0.5,0.005,72,47,35323
20170331,0.041,0.015,0.4,0.005,53,34,35313
20170401,0.024,0.026,0.3,0.004,22,14,38112
20170402,0.027,0.031,0.3,0.005,48,31,32382
20170403,0.042,0.032,0.5,0.006,77,48,35849
20170404,0.056,0.025,0.5,0.007,74,38,37232
20170405,0.055,0.014,0.4,0.007,47,23,34632
20170406,0.029,0.02,0.3,0.004,27,18,37381
20170407,0.044,0.014,0.4,0.005,45,26,38628
20170408,0.043,0.017,0.5,0.006,63,37,39028
20170409,0.024,0.024,0.4,0.005,39,22,33297
20170410,0.026,0.029,0.2,0.004,25,14,36051
20170411,0.028,0.03,0.3,0.005,60,22,37432
20170412,0.019,0.032,0.2,0.004,71,12,37286
20170413,0.028,0.032,0.3,0.006,76,24,34484
20170414,0.024,0.038,0.3,0.005,62,21,36016
20170415,0.029,0.036,0.4,0.005,76,33,37049
20170416,0.041,0.026,0.5,0.006,73,34,36815
20170417,0.046,0.017,0.5,0.005,59,29,36913
20170418,0.031,0.019,0.3,0.004,49,24,2027
20170419,0.025,0.023,0.3,0.004,114,18,22652
20170420,0.038,0.022,0.3,0.005,108,22,33827
20170421,0.041,0.022,0.4,0.005,70,19,34379
20170422,0.033,0.026,0.4,0.005,56,25,36420
20170423,0.022,0.042,0.3,0.005,46,25,36379
20170424,0.033,0.032,0.3,0.005,36,14,35727
20170425,0.032,0.034,0.4,0.006,49,27,23483
20170426,0.019,0.033,0.3,0.005,43,15,22652
20170427,0.021,0.033,0.4,0.005,38,9,33827
20170428,0.025,0.033,0.4,0.007,54,25,34379
20170429,0.027,0.032,0.4,0.007,57,26,36420
20170430,0.019,0.062,0.5,0.007,79,47,36420
20170501,0.029,0.047,0.5,0.006,81,49,30601
20170502,0.042,0.036,0.5,0.006,88,51,32147
20170503,0.039,0.045,0.4,0.005,64,29,29721
20170504,0.039,0.028,0.3,0.005,63,28,32822
20170505,0.019,0.03,0.2,0.005,54,21,29017
20170506,0.013,0.037,0.1,0.005,200,29,34172
20170507,0.016,0.038,0.2,0.005,93,17,26541
20170508,0.033,0.039,0.4,0.007,161,33,9175
20170509,0.036,0.02,0.4,0.006,123,29,30401
20170510,0.02,0.028,0.3,0.005,38,19,34364
20170511,0.033,0.027,0.4,0.006,68,29,35110
20170512,0.035,0.029,0.4,0.006,73,36,36820
20170513,0.019,0.036,0.3,0.005,50,25,37214
20170514,0.013,0.037,0.2,0.004,55,13,33294
20170515,0.02,0.028,0.2,0.004,47,10,34136
20170516,0.025,0.028,0.2,0.005,34,16,33271
20170517,0.037,0.025,0.4,0.005,42,16,34329
20170518,0.032,0.041,0.3,0.006,45,23,36051
20170519,0.032,0.038,0.3,0.006,49,24,36652
20170520,0.037,0.029,0.3,0.006,41,20,35362
20170521,0.019,0.036,0.3,0.005,31,17,31054
20170522,0.025,0.025,0.3,0.005,44,23,34304
20170523,0.029,0.014,0.3,0.006,34,19,34820
20170524,0.027,0.019,0.3,0.005,27,15,34634
20170525,0.024,0.031,0.3,0.005,42,12,35480
20170526,0.017,0.031,0.3,0.004,23,8,35472
20170527,0.026,0.033,0.4,0.005,38,10,36882
20170528,0.023,0.041,0.4,0.005,47,20,32910
20170529,0.023,0.046,0.4,0.007,74,38,33991
20170530,0.029,0.035,0.3,0.007,57,23,34790
20170531,0.034,0.024,0.3,0.006,41,15,34778
20170601,0.016,0.028,0.2,0.004,42,16,34414
